cca3,flag,flag_png,flag_svg,flag_alt,coa_png,coa_svg
CAN,🇨🇦,https://flagcdn.com/w320/ca.png,https://flagcdn.com/ca.svg,The flag of Canada is composed of a red vertical band on the hoist and fly sides and a central white square that is twice the width of the vertical bands. A large eleven-pointed red maple leaf is centered in the white square.,https://mainfacts.com/media/images/coats_of_arms/ca.png,https://mainfacts.com/media/images/coats_of_arms/ca.svg
GGY,🇬🇬,https://flagcdn.com/w320/gg.png,https://flagcdn.com/gg.svg,,https://mainfacts.com/media/images/coats_of_arms/gg.png,https://mainfacts.com/media/images/coats_of_arms/gg.svg
NER,🇳🇪,https://flagcdn.com/w320/ne.png,https://flagcdn.com/ne.svg,"The flag of Niger features three equal horizontal bands of orange, white and green, with an orange circle centered in the white band.",https://mainfacts.com/media/images/coats_of_arms/ne.png,https://mainfacts.com/media/images/coats_of_arms/ne.svg
IDN,🇮🇩,https://flagcdn.com/w320/id.png,https://flagcdn.com/id.svg,The flag of Indonesia is composed of two equal horizontal bands of red and white.,https://mainfacts.com/media/images/coats_of_arms/id.png,https://mainfacts.com/media/images/coats_of_arms/id.svg
YEM,🇾🇪,https://flagcdn.com/w320/ye.png,https://flagcdn.com/ye.svg,"The flag of Yemen is composed of three equal horizontal bands of red, white and black.",https://mainfacts.com/media/images/coats_of_arms/ye.png,https://mainfacts.com/media/images/coats_of_arms/ye.svg
PSE,🇵🇸,https://flagcdn.com/w320/ps.png,https://flagcdn.com/ps.svg,,https://mainfacts.com/media/images/coats_of_arms/ps.png,https://mainfacts.com/media/images/coats_of_arms/ps.svg
GAB,🇬🇦,https://flagcdn.com/w320/ga.png,https://flagcdn.com/ga.svg,"The flag of Gabon is composed of three equal horizontal bands of green, yellow and blue.",https://mainfacts.com/media/images/coats_of_arms/ga.png,https://mainfacts.com/media/images/coats_of_arms/ga.svg
ERI,🇪🇷,https://flagcdn.com/w320/er.png,https://flagcdn.com/er.svg,"The flag of Eritrea comprises three triangles — a large red isosceles triangle with its base spanning the hoist end and its apex at the midpoint on the fly end, and a green and blue right-angled triangle above and beneath the red triangle. On the hoist side of the red triangle is a golden vertical olive branch encircled by a golden olive wreath.",https://mainfacts.com/media/images/coats_of_arms/er.png,https://mainfacts.com/media/images/coats_of_arms/er.svg
CYP,🇨🇾,https://flagcdn.com/w320/cy.png,https://flagcdn.com/cy.svg,"The flag of Cyprus has a white field, at the center of which is a copper-colored silhouette of the Island of Cyprus above two green olive branches crossed at the stem.",https://mainfacts.com/media/images/coats_of_arms/cy.png,https://mainfacts.com/media/images/coats_of_arms/cy.svg
HKG,🇭🇰,https://flagcdn.com/w320/hk.png,https://flagcdn.com/hk.svg,,https://mainfacts.com/media/images/coats_of_arms/hk.png,https://mainfacts.com/media/images/coats_of_arms/hk.svg
BVT,🇧🇻,https://flagcdn.com/w320/bv.png,https://flagcdn.com/bv.svg,,,
SVK,🇸🇰,https://flagcdn.com/w320/sk.png,https://flagcdn.com/sk.svg,"The flag of Slovakia is composed of three equal horizontal bands of white, blue and red. The coat of arms of Slovakia is superimposed at the center of the field slightly towards the hoist side.",https://mainfacts.com/media/images/coats_of_arms/sk.png,https://mainfacts.com/media/images/coats_of_arms/sk.svg
SVN,🇸🇮,https://flagcdn.com/w320/si.png,https://flagcdn.com/si.svg,"The flag of Slovenia is composed of three equal horizontal bands of white, blue and red. The national coat of arms is situated in the upper hoist side of the field centered on the boundary between the white and blue bands.",https://mainfacts.com/media/images/coats_of_arms/si.png,https://mainfacts.com/media/images/coats_of_arms/si.svg
NIU,🇳🇺,https://flagcdn.com/w320/nu.png,https://flagcdn.com/nu.svg,,,
KIR,🇰🇮,https://flagcdn.com/w320/ki.png,https://flagcdn.com/ki.svg,"The flag of Kiribati is divided into two halves. While the upper half has a red field, at the center of which is a yellow frigate bird flying over the top half of a rising yellow sun with seventeen visible rays, the lower half is composed of six horizontal wavy bands of white alternating with blue to depict the ocean.",https://mainfacts.com/media/images/coats_of_arms/ki.png,https://mainfacts.com/media/images/coats_of_arms/ki.svg
DEU,🇩🇪,https://flagcdn.com/w320/de.png,https://flagcdn.com/de.svg,"The flag of Germany is composed of three equal horizontal bands of black, red and gold.",https://mainfacts.com/media/images/coats_of_arms/de.png,https://mainfacts.com/media/images/coats_of_arms/de.svg
UNK,🇽🇰,https://flagcdn.com/w320/xk.png,https://flagcdn.com/xk.svg,,https://mainfacts.com/media/images/coats_of_arms/xk.png,https://mainfacts.com/media/images/coats_of_arms/xk.svg
CIV,🇨🇮,https://flagcdn.com/w320/ci.png,https://flagcdn.com/ci.svg,"The flag of Ivory Coast is composed of three equal vertical bands of orange, white and green.",https://mainfacts.com/media/images/coats_of_arms/ci.png,https://mainfacts.com/media/images/coats_of_arms/ci.svg
LKA,🇱🇰,https://flagcdn.com/w320/lk.png,https://flagcdn.com/lk.svg,"The flag of Sri Lanka features two large adjacent but separate rectangular areas, centered on a golden-yellow field. The smaller hoist-side rectangle is divided into two equal vertical bands of teal and orange, and the larger fly-side rectangle is maroon with a centered golden-yellow lion holding a Kastane sword in its right fore-paw and four golden-yellow Bo leaves, one in each corner.",https://mainfacts.com/media/images/coats_of_arms/lk.png,https://mainfacts.com/media/images/coats_of_arms/lk.svg
MAF,🇲🇫,https://flagcdn.com/w320/mf.png,https://flagcdn.com/mf.svg,,,
BEL,🇧🇪,https://flagcdn.com/w320/be.png,https://flagcdn.com/be.svg,"The flag of Belgium is composed of three equal vertical bands of black, yellow and red.",https://mainfacts.com/media/images/coats_of_arms/be.png,https://mainfacts.com/media/images/coats_of_arms/be.svg
ISR,🇮🇱,https://flagcdn.com/w320/il.png,https://flagcdn.com/il.svg,The flag of Israel has a white field with a blue hexagram — the Magen David — centered between two equal horizontal blue bands situated near the top and bottom edges of the field.,https://mainfacts.com/media/images/coats_of_arms/il.png,https://mainfacts.com/media/images/coats_of_arms/il.svg
ALA,🇦🇽,https://flagcdn.com/w320/ax.png,https://flagcdn.com/ax.svg,,https://mainfacts.com/media/images/coats_of_arms/ax.png,https://mainfacts.com/media/images/coats_of_arms/ax.svg
MNP,🇲🇵,https://flagcdn.com/w320/mp.png,https://flagcdn.com/mp.svg,,,
DNK,🇩🇰,https://flagcdn.com/w320/dk.png,https://flagcdn.com/dk.svg,The flag of Denmark has a red field with a large white cross that extend to the edges of the field. The vertical part of this cross is offset towards the hoist side.,https://mainfacts.com/media/images/coats_of_arms/dk.png,https://mainfacts.com/media/images/coats_of_arms/dk.svg
BMU,🇧🇲,https://flagcdn.com/w320/bm.png,https://flagcdn.com/bm.svg,,https://mainfacts.com/media/images/coats_of_arms/bm.png,https://mainfacts.com/media/images/coats_of_arms/bm.svg
GIB,🇬🇮,https://flagcdn.com/w320/gi.png,https://flagcdn.com/gi.svg,,https://mainfacts.com/media/images/coats_of_arms/gi.png,https://mainfacts.com/media/images/coats_of_arms/gi.svg
SYR,🇸🇾,https://flagcdn.com/w320/sy.png,https://flagcdn.com/sy.svg,"The flag of Syria is composed of three equal horizontal bands of red, white and black. At the center of the white band are two small five-pointed green stars arranged in a horizontal line.",https://mainfacts.com/media/images/coats_of_arms/sy.png,https://mainfacts.com/media/images/coats_of_arms/sy.svg
TLS,🇹🇱,https://flagcdn.com/w320/tl.png,https://flagcdn.com/tl.svg,"The flag of Timor-Leste has a red field with two isosceles triangles which share a common base on the hoist end. The smaller black triangle, which bears a five-pointed white star at its center and spans one-third the width of the field, is superimposed on the larger yellow triangle that extends to the center of the field.",,
SMR,🇸🇲,https://flagcdn.com/w320/sm.png,https://flagcdn.com/sm.svg,"The flag of San Marino is composed of two equal horizontal bands of white and light blue, with the national coat of arms superimposed in the center.",https://mainfacts.com/media/images/coats_of_arms/sm.png,https://mainfacts.com/media/images/coats_of_arms/sm.svg
GMB,🇬🇲,https://flagcdn.com/w320/gm.png,https://flagcdn.com/gm.svg,"The flag of Gambia is composed of three equal horizontal bands of red, blue with white top and bottom edges, and green.",https://mainfacts.com/media/images/coats_of_arms/gm.png,https://mainfacts.com/media/images/coats_of_arms/gm.svg
PER,🇵🇪,https://flagcdn.com/w320/pe.png,https://flagcdn.com/pe.svg,"The flag of Peru is composed of three equal vertical bands of red, white and red, with the national emblem centered in the white band.",https://mainfacts.com/media/images/coats_of_arms/pe.png,https://mainfacts.com/media/images/coats_of_arms/pe.svg
GNB,🇬🇼,https://flagcdn.com/w320/gw.png,https://flagcdn.com/gw.svg,"The flag of Guinea-Bissau features a red vertical band on its hoist side that takes up about two-fifth the width of the field, and two equal horizontal bands of yellow and green adjoining the vertical band. A five-pointed black star is centered in the vertical band.",https://mainfacts.com/media/images/coats_of_arms/gw.png,https://mainfacts.com/media/images/coats_of_arms/gw.svg
SLE,🇸🇱,https://flagcdn.com/w320/sl.png,https://flagcdn.com/sl.svg,"The flag of Sierra Leone is composed of three equal horizontal bands of green, white and blue.",https://mainfacts.com/media/images/coats_of_arms/sl.png,https://mainfacts.com/media/images/coats_of_arms/sl.svg
TUR,🇹🇷,https://flagcdn.com/w320/tr.png,https://flagcdn.com/tr.svg,The flag of Turkey has a red field bearing a large fly-side facing white crescent and a smaller five-pointed white star placed just outside the crescent opening. The white crescent and star are offset slightly towards the hoist side of center.,https://mainfacts.com/media/images/coats_of_arms/tr.png,https://mainfacts.com/media/images/coats_of_arms/tr.svg
BOL,🇧🇴,https://flagcdn.com/w320/bo.png,https://flagcdn.com/bo.svg,"The flag of Bolivia is composed of three equal horizontal bands of red, yellow and green, with the national coat of arms centered in the yellow band.",https://mainfacts.com/media/images/coats_of_arms/bo.png,https://mainfacts.com/media/images/coats_of_arms/bo.svg
NOR,🇳🇴,https://flagcdn.com/w320/no.png,https://flagcdn.com/no.svg,The flag of Norway has a red field with a large white-edged navy blue cross that extends to the edges of the field. The vertical part of this cross is offset towards the hoist side.,https://mainfacts.com/media/images/coats_of_arms/no.png,https://mainfacts.com/media/images/coats_of_arms/no.svg
COG,🇨🇬,https://flagcdn.com/w320/cg.png,https://flagcdn.com/cg.svg,The flag of the Republic of the Congo features a yellow diagonal band that extends from the lower hoist-side corner to the upper fly-side corner of the field. Above and beneath this band are a green and red triangle respectively.,https://mainfacts.com/media/images/coats_of_arms/cd.png,https://mainfacts.com/media/images/coats_of_arms/cd.svg
SWZ,🇸🇿,https://flagcdn.com/w320/sz.png,https://flagcdn.com/sz.svg,"The flag of Eswatini is composed of three horizontal bands — a large central yellow-edged red band, and a light blue band above and beneath the red band. The red band is three times the height of the blue bands and bears a centered emblem made up of a large black and white Nguni shield covering two spears and a staff decorated with feather tassels, all placed horizontally.",,
PRY,🇵🇾,https://flagcdn.com/w320/py.png,https://flagcdn.com/py.svg,"The flag of Paraguay features three equal horizontal bands of red, white and blue, with an emblem centered in the white band. On the obverse side of the flag depicted, this emblem is the national coat of arms.",https://mainfacts.com/media/images/coats_of_arms/py.png,https://mainfacts.com/media/images/coats_of_arms/py.svg
UKR,🇺🇦,https://flagcdn.com/w320/ua.png,https://flagcdn.com/ua.svg,The flag of Ukraine is composed of two equal horizontal bands of blue and yellow.,https://mainfacts.com/media/images/coats_of_arms/ua.png,https://mainfacts.com/media/images/coats_of_arms/ua.svg
MYS,🇲🇾,https://flagcdn.com/w320/my.png,https://flagcdn.com/my.svg,"The flag of Malaysia is composed of fourteen equal horizontal bands of red alternating with white. A blue rectangle, bearing a fly-side facing yellow crescent and a fourteen-pointed yellow star placed just outside the crescent opening, is superimposed in the canton.",https://mainfacts.com/media/images/coats_of_arms/my.png,https://mainfacts.com/media/images/coats_of_arms/my.svg
TON,🇹🇴,https://flagcdn.com/w320/to.png,https://flagcdn.com/to.svg,The flag of Tonga has a red field. A white rectangle bearing a red Greek cross is superimposed in the canton.,https://mainfacts.com/media/images/coats_of_arms/to.png,https://mainfacts.com/media/images/coats_of_arms/to.svg
BEN,🇧🇯,https://flagcdn.com/w320/bj.png,https://flagcdn.com/bj.svg,The flag of Benin features a green vertical band on its hoist side that takes up about two-fifth the width of the field and two equal horizontal bands of yellow and red adjoining the vertical band.,https://mainfacts.com/media/images/coats_of_arms/bj.png,https://mainfacts.com/media/images/coats_of_arms/bj.svg
SWE,🇸🇪,https://flagcdn.com/w320/se.png,https://flagcdn.com/se.svg,The flag of Sweden has a blue field with a large golden-yellow cross that extend to the edges of the field. The vertical part of this cross is offset towards the hoist side.,https://mainfacts.com/media/images/coats_of_arms/se.png,https://mainfacts.com/media/images/coats_of_arms/se.svg
TUV,🇹🇻,https://flagcdn.com/w320/tv.png,https://flagcdn.com/tv.svg,The flag of Tuvalu has a light blue field with the flag of the United Kingdom — the Union Jack — in the canton. A representation of the country's nine Islands using nine five-pointed yellow stars is situated in the fly half of the field.,https://mainfacts.com/media/images/coats_of_arms/tv.png,https://mainfacts.com/media/images/coats_of_arms/tv.svg
MNG,🇲🇳,https://flagcdn.com/w320/mn.png,https://flagcdn.com/mn.svg,"The flag of Mongolia is composed of three equal vertical bands of red, blue and red, with the national emblem — the Soyombo — in gold centered in the hoist-side red band.",https://mainfacts.com/media/images/coats_of_arms/mn.png,https://mainfacts.com/media/images/coats_of_arms/mn.svg
ZAF,🇿🇦,https://flagcdn.com/w320/za.png,https://flagcdn.com/za.svg,"The flag of South Africa is composed of two equal horizontal bands of red and blue, with a yellow-edged black isosceles triangle superimposed on the hoist side of the field. This triangle has its base centered on the hoist end, spans about two-fifth the width and two-third the height of the field, and is enclosed on its sides by the arms of a white-edged green horizontally oriented Y-shaped band which extends along the boundary of the red and blue bands to the fly end of the field.",https://mainfacts.com/media/images/coats_of_arms/za.png,https://mainfacts.com/media/images/coats_of_arms/za.svg
CUW,🇨🇼,https://flagcdn.com/w320/cw.png,https://flagcdn.com/cw.svg,,https://mainfacts.com/media/images/coats_of_arms/cw.png,https://mainfacts.com/media/images/coats_of_arms/cw.svg
AUS,🇦🇺,https://flagcdn.com/w320/au.png,https://flagcdn.com/au.svg,"The flag of Australia has a dark blue field. It features the flag of the United Kingdom — the Union Jack — in the canton, beneath which is a large white seven-pointed star. A representation of the Southern Cross constellation, made up of one small five-pointed and four larger seven-pointed white stars, is situated on the fly side of the field.",https://mainfacts.com/media/images/coats_of_arms/au.png,https://mainfacts.com/media/images/coats_of_arms/au.svg
KNA,🇰🇳,https://flagcdn.com/w320/kn.png,https://flagcdn.com/kn.svg,The flag of Saint Kitts and Nevis features two large five-pointed white stars within a yellow-edged black diagonal band that extends from the lower hoist-side corner to the upper fly-side corner of the field. Above and beneath this band are a green and red triangle respectively.,https://mainfacts.com/media/images/coats_of_arms/kn.png,https://mainfacts.com/media/images/coats_of_arms/kn.svg
GHA,🇬🇭,https://flagcdn.com/w320/gh.png,https://flagcdn.com/gh.svg,"The flag of Ghana is composed of three equal horizontal bands of red, gold and green, with a five-pointed black star centered in the gold band.",https://mainfacts.com/media/images/coats_of_arms/gh.png,https://mainfacts.com/media/images/coats_of_arms/gh.svg
IRQ,🇮🇶,https://flagcdn.com/w320/iq.png,https://flagcdn.com/iq.svg,"The flag of Iraq is composed of three equal horizontal bands of red, white and black. In the central white band are Arabic inscriptions in green.",https://mainfacts.com/media/images/coats_of_arms/iq.png,https://mainfacts.com/media/images/coats_of_arms/iq.svg
VNM,🇻🇳,https://flagcdn.com/w320/vn.png,https://flagcdn.com/vn.svg,The flag of Vietnam features a large five-pointed yellow star on a red field.,https://mainfacts.com/media/images/coats_of_arms/vn.png,https://mainfacts.com/media/images/coats_of_arms/vn.svg
GUY,🇬🇾,https://flagcdn.com/w320/gy.png,https://flagcdn.com/gy.svg,The flag of Guyana has a green field with two isosceles triangles which share a common base on the hoist end. The smaller black-edged red triangle spanning half the width of the field is superimposed on the larger white-edged yellow triangle which spans the full width of the field.,https://mainfacts.com/media/images/coats_of_arms/gy.png,https://mainfacts.com/media/images/coats_of_arms/gy.svg
AZE,🇦🇿,https://flagcdn.com/w320/az.png,https://flagcdn.com/az.svg,"The flag of Azerbaijan features three equal horizontal bands of blue, red and green, with a white fly-side facing crescent and eight-pointed star centered in the red band.",https://mainfacts.com/media/images/coats_of_arms/az.png,https://mainfacts.com/media/images/coats_of_arms/az.svg
CMR,🇨🇲,https://flagcdn.com/w320/cm.png,https://flagcdn.com/cm.svg,"The flag of Cameroon is composed of three equal vertical bands of green, red and yellow, with a yellow five-pointed star in the center.",https://mainfacts.com/media/images/coats_of_arms/cm.png,https://mainfacts.com/media/images/coats_of_arms/cm.svg
EGY,🇪🇬,https://flagcdn.com/w320/eg.png,https://flagcdn.com/eg.svg,"The flag of Egypt is composed of three equal horizontal bands of red, white and black, with Egypt's national emblem — a hoist-side facing gold eagle of Saladin — centered in the white band.",https://mainfacts.com/media/images/coats_of_arms/eg.png,https://mainfacts.com/media/images/coats_of_arms/eg.svg
ISL,🇮🇸,https://flagcdn.com/w320/is.png,https://flagcdn.com/is.svg,The flag of Iceland has a blue field with a large white-edged red cross that extends to the edges of the field. The vertical part of this cross is offset towards the hoist side.,https://mainfacts.com/media/images/coats_of_arms/is.png,https://mainfacts.com/media/images/coats_of_arms/is.svg
VEN,🇻🇪,https://flagcdn.com/w320/ve.png,https://flagcdn.com/ve.svg,"The flag of Venezuela is composed of three equal horizontal bands of yellow, blue and red. At the center of the blue band are eight five-pointed white stars arranged in a horizontal arc.",https://mainfacts.com/media/images/coats_of_arms/ve.png,https://mainfacts.com/media/images/coats_of_arms/ve.svg
BRB,🇧🇧,https://flagcdn.com/w320/bb.png,https://flagcdn.com/bb.svg,"The flag of Barbados is composed of three equal vertical bands of ultramarine, gold and ultramarine. The head of a black trident is centered in the gold band.",https://mainfacts.com/media/images/coats_of_arms/bb.png,https://mainfacts.com/media/images/coats_of_arms/bb.svg
FLK,🇫🇰,https://flagcdn.com/w320/fk.png,https://flagcdn.com/fk.svg,,https://mainfacts.com/media/images/coats_of_arms/fk.png,https://mainfacts.com/media/images/coats_of_arms/fk.svg
MWI,🇲🇼,https://flagcdn.com/w320/mw.png,https://flagcdn.com/mw.svg,"The flag of Malawi is composed of three equal horizontal bands of black, red and green. The top half of a red sun with thirty-one visible rays is centered in the black band.",https://mainfacts.com/media/images/coats_of_arms/mw.png,https://mainfacts.com/media/images/coats_of_arms/mw.svg
KGZ,🇰🇬,https://flagcdn.com/w320/kg.png,https://flagcdn.com/kg.svg,The flag of Kyrgyzstan features a yellow sun with forty rays at the center of a red field. At the center of the sun is a stylized depiction of a tunduk.,https://mainfacts.com/media/images/coats_of_arms/kg.png,https://mainfacts.com/media/images/coats_of_arms/kg.svg
TWN,🇹🇼,https://flagcdn.com/w320/tw.png,https://flagcdn.com/tw.svg,,https://mainfacts.com/media/images/coats_of_arms/tw.png,https://mainfacts.com/media/images/coats_of_arms/tw.svg
BGR,🇧🇬,https://flagcdn.com/w320/bg.png,https://flagcdn.com/bg.svg,"The flag of Bulgaria is composed of three equal horizontal bands of white, green and red.",https://mainfacts.com/media/images/coats_of_arms/bg.png,https://mainfacts.com/media/images/coats_of_arms/bg.svg
PRK,🇰🇵,https://flagcdn.com/w320/kp.png,https://flagcdn.com/kp.svg,"The flag of North Korea is composed of three horizontal bands — a large central white-edged red band, and a blue band above and beneath the red band. On the hoist side of the red band is a red five-pointed star within a white circle.",https://mainfacts.com/media/images/coats_of_arms/kp.png,https://mainfacts.com/media/images/coats_of_arms/kp.svg
AND,🇦🇩,https://flagcdn.com/w320/ad.png,https://flagcdn.com/ad.svg,"The flag of Andorra features three equal vertical bands of blue, yellow and red, with the coat of arms of Andorra centered in the yellow band.",https://mainfacts.com/media/images/coats_of_arms/ad.png,https://mainfacts.com/media/images/coats_of_arms/ad.svg
AGO,🇦🇴,https://flagcdn.com/w320/ao.png,https://flagcdn.com/ao.svg,"The flag of Angola features two equal horizontal bands of red and black, with a yellow emblem at its centre. This emblem consists of a five-pointed star within the hoist-side facing half of a cogwheel that is crossed on its lower end by a machete.",https://mainfacts.com/media/images/coats_of_arms/ao.png,https://mainfacts.com/media/images/coats_of_arms/ao.svg
BLM,🇧🇱,https://flagcdn.com/w320/bl.png,https://flagcdn.com/bl.svg,,,
RUS,🇷🇺,https://flagcdn.com/w320/ru.png,https://flagcdn.com/ru.svg,"The flag of Russia is composed of three equal horizontal bands of white, blue and red.",https://mainfacts.com/media/images/coats_of_arms/ru.png,https://mainfacts.com/media/images/coats_of_arms/ru.svg
BFA,🇧🇫,https://flagcdn.com/w320/bf.png,https://flagcdn.com/bf.svg,"The flag of Burkina Faso features two equal horizontal bands of red and green, with a yellow five-pointed star in the center.",https://mainfacts.com/media/images/coats_of_arms/bf.png,https://mainfacts.com/media/images/coats_of_arms/bf.svg
VAT,🇻🇦,https://flagcdn.com/w320/va.png,https://flagcdn.com/va.svg,"The flag of Vatican City is square shaped. It is composed of two equal vertical bands of yellow and white, with national coat of arms centered in the white band. The national coat of arms comprises the Papal Tiara superimposed on two crossed keys.",https://mainfacts.com/media/images/coats_of_arms/va.png,https://mainfacts.com/media/images/coats_of_arms/va.svg
IMN,🇮🇲,https://flagcdn.com/w320/im.png,https://flagcdn.com/im.svg,,https://mainfacts.com/media/images/coats_of_arms/im.png,https://mainfacts.com/media/images/coats_of_arms/im.svg
AFG,🇦🇫,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_the_Taliban.svg/320px-Flag_of_the_Taliban.svg.png,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_the_Taliban.svg,The flag of the Islamic Emirate of Afghanistan has a white field with Arabic inscriptions — the Shahada — in black across its center.,https://mainfacts.com/media/images/coats_of_arms/af.png,https://mainfacts.com/media/images/coats_of_arms/af.svg
HRV,🇭🇷,https://flagcdn.com/w320/hr.png,https://flagcdn.com/hr.svg,"The flag of Croatia is composed of three equal horizontal bands of red, white and blue, with coat of arms of Croatia superimposed in the center.",https://mainfacts.com/media/images/coats_of_arms/hr.png,https://mainfacts.com/media/images/coats_of_arms/hr.svg
BTN,🇧🇹,https://flagcdn.com/w320/bt.png,https://flagcdn.com/bt.svg,"The flag of Bhutan is divided diagonally, from the lower hoist-side corner to the upper fly-side corner, into an upper yellow and a lower orange triangle. A fly-side facing white dragon holding four jewels in its claws is situated along the boundary of the two triangles.",https://mainfacts.com/media/images/coats_of_arms/bt.png,https://mainfacts.com/media/images/coats_of_arms/bt.svg
BLR,🇧🇾,https://flagcdn.com/w320/by.png,https://flagcdn.com/by.svg,"The flag of Belarus features a vertical band, with a white and red ornamental pattern, spanning about one-fifth the width of the field on the hoist side. Adjoining the vertical band are two horizontal bands of red and green, with the red band twice the height of the green band.",https://mainfacts.com/media/images/coats_of_arms/by.png,https://mainfacts.com/media/images/coats_of_arms/by.svg
CCK,🇨🇨,https://flagcdn.com/w320/cc.png,https://flagcdn.com/cc.svg,,,
NZL,🇳🇿,https://flagcdn.com/w320/nz.png,https://flagcdn.com/nz.svg,"The flag of New Zealand has a dark blue field with the flag of the United Kingdom — the Union Jack — in the canton and a representation of the Southern Cross constellation, made up of four five-pointed white-edged red stars, on the fly side of the field.",https://mainfacts.com/media/images/coats_of_arms/nz.png,https://mainfacts.com/media/images/coats_of_arms/nz.svg
MDG,🇲🇬,https://flagcdn.com/w320/mg.png,https://flagcdn.com/mg.svg,"The flag of Madagascar features a white vertical band on the hoist side that takes up about one-third the width of the field, and two equal horizontal bands of red and green adjoining the vertical band.",https://mainfacts.com/media/images/coats_of_arms/mg.png,https://mainfacts.com/media/images/coats_of_arms/mg.svg
THA,🇹🇭,https://flagcdn.com/w320/th.png,https://flagcdn.com/th.svg,"The flag of Thailand is composed of five horizontal bands of red, white, blue, white and red, with the central blue band twice the height of the other four bands.",https://mainfacts.com/media/images/coats_of_arms/th.png,https://mainfacts.com/media/images/coats_of_arms/th.svg
GEO,🇬🇪,https://flagcdn.com/w320/ge.png,https://flagcdn.com/ge.svg,The flag of Georgia has a white field with a large centered red cross that extends to the edges and divides the field into four quarters. A small red Bolnur-Katskhuri cross is centered in each quarter.,https://mainfacts.com/media/images/coats_of_arms/ge.png,https://mainfacts.com/media/images/coats_of_arms/ge.svg
IND,🇮🇳,https://flagcdn.com/w320/in.png,https://flagcdn.com/in.svg,"The flag of India is composed of three equal horizontal bands of saffron, white and green. A navy blue wheel with twenty-four spokes — the Ashoka Chakra — is centered in the white band.",https://mainfacts.com/media/images/coats_of_arms/in.png,https://mainfacts.com/media/images/coats_of_arms/in.svg
