cca3,flag,flag_png,flag_svg,flag_alt,coa_png,coa_svg
CHN,🇨🇳,https://flagcdn.com/w320/cn.png,https://flagcdn.com/cn.svg,The flag of China has a red field. In the canton are five yellow five-pointed stars — a large star and four smaller stars arranged in a vertical arc on the fly side of the large star.,https://mainfacts.com/media/images/coats_of_arms/cn.png,https://mainfacts.com/media/images/coats_of_arms/cn.svg
SPM,🇵🇲,https://flagcdn.com/w320/pm.png,https://flagcdn.com/pm.svg,,,
PRI,🇵🇷,https://flagcdn.com/w320/pr.png,https://flagcdn.com/pr.svg,,,
DJI,🇩🇯,https://flagcdn.com/w320/dj.png,https://flagcdn.com/dj.svg,"The flag of Djibouti is composed of two equal horizontal bands of light blue and light green, with a white isosceles triangle superimposed on the hoist side of the field. The triangle has its base on the hoist end, spans about two-fifth the width of the field and bears a red five-pointed star at its center.",https://mainfacts.com/media/images/coats_of_arms/dj.png,https://mainfacts.com/media/images/coats_of_arms/dj.svg
SAU,🇸🇦,https://flagcdn.com/w320/sa.png,https://flagcdn.com/sa.svg,"The flag of Saudi Arabia has a green field, at the center of which is an Arabic inscription — the Shahada — in white above a white horizontal sabre with its tip pointed to the hoist side of the field.",https://mainfacts.com/media/images/coats_of_arms/sa.png,https://mainfacts.com/media/images/coats_of_arms/sa.svg
IRN,🇮🇷,https://flagcdn.com/w320/ir.png,https://flagcdn.com/ir.svg,"The flag of Iran is composed of three equal horizontal bands of green, white and red. A red emblem of Iran is centered in the white band and Arabic inscriptions in white span the bottom edge of the green band and the top edge of the red band.",https://mainfacts.com/media/images/coats_of_arms/ir.png,https://mainfacts.com/media/images/coats_of_arms/ir.svg
ZMB,🇿🇲,https://flagcdn.com/w320/zm.png,https://flagcdn.com/zm.svg,"The flag of Zambia has a green field, on the fly side of which is a soaring orange African fish eagle above a rectangular area divided into three equal vertical bands of red, black and orange.",https://mainfacts.com/media/images/coats_of_arms/zm.png,https://mainfacts.com/media/images/coats_of_arms/zm.svg
ETH,🇪🇹,https://flagcdn.com/w320/et.png,https://flagcdn.com/et.svg,"The flag of Ethiopia is composed of three equal horizontal bands of green, yellow and red, with the national emblem superimposed at the center of the field. The national emblem comprises a light blue circle bearing a golden-yellow pentagram with single yellow rays emanating from the angles between the points of the pentagram.",https://mainfacts.com/media/images/coats_of_arms/et.png,https://mainfacts.com/media/images/coats_of_arms/et.svg
MAC,🇲🇴,https://flagcdn.com/w320/mo.png,https://flagcdn.com/mo.svg,,https://mainfacts.com/media/images/coats_of_arms/mo.png,https://mainfacts.com/media/images/coats_of_arms/mo.svg
GTM,🇬🇹,https://flagcdn.com/w320/gt.png,https://flagcdn.com/gt.svg,"The flag of Guatemala is composed of three equal vertical bands of light blue, white and light blue, with the national coat of arms centered in the white band.",https://mainfacts.com/media/images/coats_of_arms/gt.png,https://mainfacts.com/media/images/coats_of_arms/gt.svg
MTQ,🇲🇶,https://flagcdn.com/w320/mq.png,https://flagcdn.com/mq.svg,,https://mainfacts.com/media/images/coats_of_arms/mq.png,https://mainfacts.com/media/images/coats_of_arms/mq.svg
SUR,🇸🇷,https://flagcdn.com/w320/sr.png,https://flagcdn.com/sr.svg,"The flag of Suriname is composed of five horizontal bands of green, white, red, white and green in the ratio of 2:1:4:1:2. A large five-pointed yellow star is centered in the red band.",https://mainfacts.com/media/images/coats_of_arms/sr.png,https://mainfacts.com/media/images/coats_of_arms/sr.svg
URY,🇺🇾,https://flagcdn.com/w320/uy.png,https://flagcdn.com/uy.svg,"The flag of Uruguay is composed of nine equal horizontal bands of white alternating with blue, with a white square superimposed in the canton. In the white square is a yellow sun bearing a human face — the Sun of May — from which sixteen rays extend. The sun's rays alternate between triangular and wavy.",https://mainfacts.com/media/images/coats_of_arms/uy.png,https://mainfacts.com/media/images/coats_of_arms/uy.svg
ITA,🇮🇹,https://flagcdn.com/w320/it.png,https://flagcdn.com/it.svg,"The flag of Italy is composed of three equal vertical bands of green, white and red.",https://mainfacts.com/media/images/coats_of_arms/it.png,https://mainfacts.com/media/images/coats_of_arms/it.svg
NCL,🇳🇨,https://flagcdn.com/w320/nc.png,https://flagcdn.com/nc.svg,,https://mainfacts.com/media/images/coats_of_arms/nc.png,https://mainfacts.com/media/images/coats_of_arms/nc.svg
FJI,🇫🇯,https://flagcdn.com/w320/fj.png,https://flagcdn.com/fj.svg,The flag of Fiji has a light blue field. It features the flag of the United Kingdom — the Union Jack — in the canton and the shield of the national coat of arms centered in the fly half.,https://mainfacts.com/media/images/coats_of_arms/fj.png,https://mainfacts.com/media/images/coats_of_arms/fj.svg
ABW,🇦🇼,https://flagcdn.com/w320/aw.png,https://flagcdn.com/aw.svg,,https://mainfacts.com/media/images/coats_of_arms/aw.png,https://mainfacts.com/media/images/coats_of_arms/aw.svg
STP,🇸🇹,https://flagcdn.com/w320/st.png,https://flagcdn.com/st.svg,"The flag of South Sudan is composed of three equal horizontal bands of black, red with white top and bottom edges, and green. A blue equilateral triangle which spans about two-fifth the width of the field is superimposed on the hoist side with its base on the hoist end of the field. At the center of this triangle is a five-pointed yellow star.",https://mainfacts.com/media/images/coats_of_arms/st.png,https://mainfacts.com/media/images/coats_of_arms/st.svg
CHE,🇨🇭,https://flagcdn.com/w320/ch.png,https://flagcdn.com/ch.svg,The flag of Switzerland is square shaped. It features a white Swiss cross centered on a red field.,https://mainfacts.com/media/images/coats_of_arms/ch.png,https://mainfacts.com/media/images/coats_of_arms/ch.svg
COD,🇨🇩,https://flagcdn.com/w320/cd.png,https://flagcdn.com/cd.svg,The flag of the Democratic Republic of the Congo has a sky-blue field with a yellow-edged red diagonal band that extends from the lower hoist-side corner to the upper fly-side corner of the field. A large five-pointed yellow star is situated above the diagonal band on the upper hoist side of the field.,,
FIN,🇫🇮,https://flagcdn.com/w320/fi.png,https://flagcdn.com/fi.svg,The flag of Finland has a white field with a large blue cross that extend to the edges of the field. The vertical part of this cross is offset towards the hoist side.,https://mainfacts.com/media/images/coats_of_arms/fi.png,https://mainfacts.com/media/images/coats_of_arms/fi.svg
MLT,🇲🇹,https://flagcdn.com/w320/mt.png,https://flagcdn.com/mt.svg,The flag of Malta is composed of two equal vertical bands of white and red. A representation of the George cross edged in red is situated on the upper hoist-side corner of the white band.,https://mainfacts.com/media/images/coats_of_arms/mt.png,https://mainfacts.com/media/images/coats_of_arms/mt.svg
SLV,🇸🇻,https://flagcdn.com/w320/sv.png,https://flagcdn.com/sv.svg,"The flag of El Salvador is composed of three equal horizontal bands of cobalt blue, white and cobalt blue, with the national coat of arms centered in the white band.",https://mainfacts.com/media/images/coats_of_arms/sv.png,https://mainfacts.com/media/images/coats_of_arms/sv.svg
JOR,🇯🇴,https://flagcdn.com/w320/jo.png,https://flagcdn.com/jo.svg,"The flag of Jordan is composed of three equal horizontal bands of black, white and green, with a red isosceles triangle superimposed on the hoist side of the field. This triangle has its base on the hoist end, spans about half the width of the field and bears a small seven-pointed white star at its center.",https://mainfacts.com/media/images/coats_of_arms/jo.png,https://mainfacts.com/media/images/coats_of_arms/jo.svg
TKL,🇹🇰,https://flagcdn.com/w320/tk.png,https://flagcdn.com/tk.svg,,,
NRU,🇳🇷,https://flagcdn.com/w320/nr.png,https://flagcdn.com/nr.svg,The flag of Nauru has a dark blue field with a thin yellow horizontal band across the center and a large white twelve-pointed star beneath the horizontal band on the hoist side of the field.,https://mainfacts.com/media/images/coats_of_arms/nr.png,https://mainfacts.com/media/images/coats_of_arms/nr.svg
POL,🇵🇱,https://flagcdn.com/w320/pl.png,https://flagcdn.com/pl.svg,The flag of Poland is composed of two equal horizontal bands of white and red.,https://mainfacts.com/media/images/coats_of_arms/pl.png,https://mainfacts.com/media/images/coats_of_arms/pl.svg
MRT,🇲🇷,https://flagcdn.com/w320/mr.png,https://flagcdn.com/mr.svg,The flag of Mauritania has a green field with a thin red horizontal band at the top and bottom of the field. At the center of the field is a five-pointed yellow star above an upward facing yellow crescent.,https://mainfacts.com/media/images/coats_of_arms/mr.png,https://mainfacts.com/media/images/coats_of_arms/mr.svg
WLF,🇼🇫,https://flagcdn.com/w320/wf.png,https://flagcdn.com/wf.svg,,,
ATA,🇦🇶,https://flagcdn.com/w320/aq.png,https://flagcdn.com/aq.svg,,https://mainfacts.com/media/images/coats_of_arms/aq.png,https://mainfacts.com/media/images/coats_of_arms/aq.svg
GUM,🇬🇺,https://flagcdn.com/w320/gu.png,https://flagcdn.com/gu.svg,,https://mainfacts.com/media/images/coats_of_arms/gu.png,https://mainfacts.com/media/images/coats_of_arms/gu.svg
MKD,🇲🇰,https://flagcdn.com/w320/mk.png,https://flagcdn.com/mk.svg,"The flag of North Macedonia has a red field, at the center of which is a golden-yellow sun with eight broadening rays that extend to the edges of the field.",https://mainfacts.com/media/images/coats_of_arms/mk.png,https://mainfacts.com/media/images/coats_of_arms/mk.svg
TGO,🇹🇬,https://flagcdn.com/w320/tg.png,https://flagcdn.com/tg.svg,The flag of Togo is composed of five equal horizontal bands of green alternating with yellow. A red square bearing a five-pointed white star is superimposed in the canton.,https://mainfacts.com/media/images/coats_of_arms/tg.png,https://mainfacts.com/media/images/coats_of_arms/tg.svg
MMR,🇲🇲,https://flagcdn.com/w320/mm.png,https://flagcdn.com/mm.svg,"The flag of Myanmar is composed of three equal horizontal bands of yellow, green and red, with a large five-pointed white star superimposed at the center of the field.",https://mainfacts.com/media/images/coats_of_arms/mm.png,https://mainfacts.com/media/images/coats_of_arms/mm.svg
QAT,🇶🇦,https://flagcdn.com/w320/qa.png,https://flagcdn.com/qa.svg,"The flag of Qatar has a maroon field, on the hoist side of which is a white vertical band that spans about one-third the width of the field and is separated from the rest of the field by nine adjoining fly-side pointing white isosceles triangles that serve as a serrated line.",https://mainfacts.com/media/images/coats_of_arms/qa.png,https://mainfacts.com/media/images/coats_of_arms/qa.svg
FRA,🇫🇷,https://flagcdn.com/w320/fr.png,https://flagcdn.com/fr.svg,"The flag of France is composed of three equal vertical bands of blue, white and red.",https://mainfacts.com/media/images/coats_of_arms/fr.png,https://mainfacts.com/media/images/coats_of_arms/fr.svg
MYT,🇾🇹,https://flagcdn.com/w320/yt.png,https://flagcdn.com/yt.svg,,,
NFK,🇳🇫,https://flagcdn.com/w320/nf.png,https://flagcdn.com/nf.svg,,,
SYC,🇸🇨,https://flagcdn.com/w320/sc.png,https://flagcdn.com/sc.svg,"The flag of Seychelles is composed of five broadening oblique bands of blue, yellow, red, white and green, which extend from the hoist side of the bottom edge to the top and fly edges of the field.",https://mainfacts.com/media/images/coats_of_arms/sc.png,https://mainfacts.com/media/images/coats_of_arms/sc.svg
MDA,🇲🇩,https://flagcdn.com/w320/md.png,https://flagcdn.com/md.svg,"The flag of Moldova is composed of three equal vertical bands of blue, yellow and red, with the national coat of arms centered in the yellow band.",https://mainfacts.com/media/images/coats_of_arms/md.png,https://mainfacts.com/media/images/coats_of_arms/md.svg
SSD,🇸🇸,https://flagcdn.com/w320/ss.png,https://flagcdn.com/ss.svg,"The flag of South Sudan is composed of three equal horizontal bands of black, red with white top and bottom edges, and green. A blue equilateral triangle which spans about two-fifth the width of the field is superimposed on the hoist side with its base on the hoist end of the field. At the center of this triangle is a five-pointed yellow star.",https://mainfacts.com/media/images/coats_of_arms/ss.png,https://mainfacts.com/media/images/coats_of_arms/ss.svg
BRN,🇧🇳,https://flagcdn.com/w320/bn.png,https://flagcdn.com/bn.svg,The flag of Brunei has a yellow field with two adjoining diagonal bands of white and black that extend from the upper hoist side of the field to the lower fly side. The red emblem of Brunei is centered on the field.,https://mainfacts.com/media/images/coats_of_arms/bn.png,https://mainfacts.com/media/images/coats_of_arms/bn.svg
JPN,🇯🇵,https://flagcdn.com/w320/jp.png,https://flagcdn.com/jp.svg,The flag of Japan features a crimson-red circle at the center of a white field.,https://mainfacts.com/media/images/coats_of_arms/jp.png,https://mainfacts.com/media/images/coats_of_arms/jp.svg
GRD,🇬🇩,https://flagcdn.com/w320/gd.png,https://flagcdn.com/gd.svg,"The flag of Grenada features a large central rectangular area surrounded by a red border, with three five-pointed yellow stars centered on the top and bottom borders. The central rectangle is divided diagonally into four alternating triangular areas of yellow at the top and bottom and green on the hoist and fly sides, and a five-pointed yellow star on a red circle is superimposed at its center. A symbolic nutmeg pod is situated on the green hoist-side triangle.",https://mainfacts.com/media/images/coats_of_arms/gd.png,https://mainfacts.com/media/images/coats_of_arms/gd.svg
ESP,🇪🇸,https://flagcdn.com/w320/es.png,https://flagcdn.com/es.svg,"The flag of Spain is composed of three horizontal bands of red, yellow and red, with the yellow band twice the height of the red bands. In the yellow band is the national coat of arms offset slightly towards the hoist side of center.",https://mainfacts.com/media/images/coats_of_arms/es.png,https://mainfacts.com/media/images/coats_of_arms/es.svg
BES,🇧🇶,https://flagcdn.com/w320/bq.png,https://flagcdn.com/bq.svg,,https://mainfacts.com/media/images/coats_of_arms/bq.png,https://mainfacts.com/media/images/coats_of_arms/bq.svg
PNG,🇵🇬,https://flagcdn.com/w320/pg.png,https://flagcdn.com/pg.svg,"The flag of Papua New Guinea is divided diagonally, from the upper hoist-side corner to the lower fly-side corner, into a lower black and an upper red triangle. On the hoist side of the lower black triangle is a representation of the Southern Cross constellation made up of one small and four larger five-pointed white stars. A golden Raggiana bird-of-paradise is situated on the fly side of the upper red triangle.",https://mainfacts.com/media/images/coats_of_arms/pg.png,https://mainfacts.com/media/images/coats_of_arms/pg.svg
UZB,🇺🇿,https://flagcdn.com/w320/uz.png,https://flagcdn.com/uz.svg,"The flag of Uzbekistan is composed of three equal horizontal bands of turquoise, white with red top and bottom edges, and green. On the hoist side of the turquoise band is a fly-side facing white crescent and twelve five-pointed white stars arranged just outside the crescent opening in three rows comprising three, four and five stars.",https://mainfacts.com/media/images/coats_of_arms/uz.png,https://mainfacts.com/media/images/coats_of_arms/uz.svg
ARG,🇦🇷,https://flagcdn.com/w320/ar.png,https://flagcdn.com/ar.svg,"The flag of Argentina features three equal horizontal bands of light blue, white and light blue. A brown-edged golden sun is centered in the white band.",https://mainfacts.com/media/images/coats_of_arms/ar.png,https://mainfacts.com/media/images/coats_of_arms/ar.svg
KOR,🇰🇷,https://flagcdn.com/w320/kr.png,https://flagcdn.com/kr.svg,"The flag of South Korea has a white field, at the center of which is a red and blue Taegeuk circle surrounded by four black trigrams, one in each corner.",https://mainfacts.com/media/images/coats_of_arms/kr.png,https://mainfacts.com/media/images/coats_of_arms/kr.svg
BLZ,🇧🇿,https://flagcdn.com/w320/bz.png,https://flagcdn.com/bz.svg,The flag of Belize has a royal blue field with a thin red horizontal band at the top and bottom of the field and the national coat of arms in the center.,https://mainfacts.com/media/images/coats_of_arms/bz.png,https://mainfacts.com/media/images/coats_of_arms/bz.svg
REU,🇷🇪,https://flagcdn.com/w320/re.png,https://flagcdn.com/re.svg,,,
MEX,🇲🇽,https://flagcdn.com/w320/mx.png,https://flagcdn.com/mx.svg,"The flag of Mexico is composed of three equal vertical bands of green, white and red, with the national coat of arms centered in the white band.",https://mainfacts.com/media/images/coats_of_arms/mx.png,https://mainfacts.com/media/images/coats_of_arms/mx.svg
VIR,🇻🇮,https://flagcdn.com/w320/vi.png,https://flagcdn.com/vi.svg,,,
SRB,🇷🇸,https://flagcdn.com/w320/rs.png,https://flagcdn.com/rs.svg,"The flag of Serbia is composed of three equal horizontal bands of red, blue and white. The coat of arms of Serbia is superimposed at the center of the field slightly towards the hoist side.",https://mainfacts.com/media/images/coats_of_arms/rs.png,https://mainfacts.com/media/images/coats_of_arms/rs.svg
UMI,🇺🇲,https://flagcdn.com/w320/um.png,https://flagcdn.com/um.svg,,,
CPV,🇨🇻,https://flagcdn.com/w320/cv.png,https://flagcdn.com/cv.svg,"The flag of Cape Verde is composed of five horizontal bands of blue, white, red, white and blue in the ratio of 6:1:1:1:3. A ring of ten five-pointed yellow stars is centered at three-eighth of the height from the bottom edge and three-eighth of the width from the hoist end of the field.",https://mainfacts.com/media/images/coats_of_arms/cv.png,https://mainfacts.com/media/images/coats_of_arms/cv.svg
KHM,🇰🇭,https://flagcdn.com/w320/kh.png,https://flagcdn.com/kh.svg,"The flag of Cambodia features three horizontal bands of blue, red and blue, with a white depiction of the temple complex, Angkor Wat centered in the red band.",https://mainfacts.com/media/images/coats_of_arms/kh.png,https://mainfacts.com/media/images/coats_of_arms/kh.svg
ROU,🇷🇴,https://flagcdn.com/w320/ro.png,https://flagcdn.com/ro.svg,"The flag of Romania is composed of three equal vertical bands of navy blue, yellow and red.",https://mainfacts.com/media/images/coats_of_arms/ro.png,https://mainfacts.com/media/images/coats_of_arms/ro.svg
HUN,🇭🇺,https://flagcdn.com/w320/hu.png,https://flagcdn.com/hu.svg,"The flag of Hungary is composed of three equal horizontal bands of red, white and green.",https://mainfacts.com/media/images/coats_of_arms/hu.png,https://mainfacts.com/media/images/coats_of_arms/hu.svg
MHL,🇲🇭,https://flagcdn.com/w320/mh.png,https://flagcdn.com/mh.svg,The flag of Marshall Islands has a blue field with two broadening adjacent diagonal bands of orange and white that extend from the lower hoist-side corner to the upper fly-side corner of the field. A large white star with twenty-four rays — four large rays at the cardinal points and twenty smaller rays — is situated in the upper hoist-side corner above the diagonal bands.,https://mainfacts.com/media/images/coats_of_arms/mh.png,https://mainfacts.com/media/images/coats_of_arms/mh.svg
SOM,🇸🇴,https://flagcdn.com/w320/so.png,https://flagcdn.com/so.svg,The flag of Somalia features a large five-pointed white star centered on a light blue field.,https://mainfacts.com/media/images/coats_of_arms/so.png,https://mainfacts.com/media/images/coats_of_arms/so.svg
ALB,🇦🇱,https://flagcdn.com/w320/al.png,https://flagcdn.com/al.svg,The flag of Albania features a silhouetted double-headed black eagle at the center of a red field.,https://mainfacts.com/media/images/coats_of_arms/al.png,https://mainfacts.com/media/images/coats_of_arms/al.svg
PYF,🇵🇫,https://flagcdn.com/w320/pf.png,https://flagcdn.com/pf.svg,,https://mainfacts.com/media/images/coats_of_arms/pf.png,https://mainfacts.com/media/images/coats_of_arms/pf.svg
BDI,🇧🇮,https://flagcdn.com/w320/bi.png,https://flagcdn.com/bi.svg,"The flag of Burundi is divided by a white diagonal cross into four alternating triangular areas of red at the top and bottom, and green on the hoist and fly sides. A white circle, with three green-edged red six-pointed stars arranged to form a triangle, is superimposed at the center of the cross.",https://mainfacts.com/media/images/coats_of_arms/bi.png,https://mainfacts.com/media/images/coats_of_arms/bi.svg
CAF,🇨🇫,https://flagcdn.com/w320/cf.png,https://flagcdn.com/cf.svg,"The flag of Central African Republic is composed of four equal horizontal bands of blue, white, green and yellow intersected at the center by a vertical red band of equal size as the horizontal bands. A yellow five-pointed star is situated on the hoist side of the blue band.",https://mainfacts.com/media/images/coats_of_arms/cf.png,https://mainfacts.com/media/images/coats_of_arms/cf.svg
GUF,🇬🇫,https://flagcdn.com/w320/gf.png,https://flagcdn.com/gf.svg,,https://mainfacts.com/media/images/coats_of_arms/gf.png,https://mainfacts.com/media/images/coats_of_arms/gf.svg
ASM,🇦🇸,https://flagcdn.com/w320/as.png,https://flagcdn.com/as.svg,,,
LCA,🇱🇨,https://flagcdn.com/w320/lc.png,https://flagcdn.com/lc.svg,"The flag of Saint Lucia has a light blue field, at the center of which are two triangles which share a common base — a small golden-yellow isosceles triangle superimposed on a large white-edged black isosceles triangle.",https://mainfacts.com/media/images/coats_of_arms/lc.png,https://mainfacts.com/media/images/coats_of_arms/lc.svg
UGA,🇺🇬,https://flagcdn.com/w320/ug.png,https://flagcdn.com/ug.svg,"The flag of Uganda is composed of six equal horizontal bands of black, yellow, red, black, yellow and red. A white circle bearing a hoist-side facing grey red-crested crane is superimposed in the center of the field.",https://mainfacts.com/media/images/coats_of_arms/ug.png,https://mainfacts.com/media/images/coats_of_arms/ug.svg
HND,🇭🇳,https://flagcdn.com/w320/hn.png,https://flagcdn.com/hn.svg,"The flag of Honduras is composed of three equal horizontal bands of turquoise, white and turquoise, with five small five-pointed turquoise stars arranged in a quincuncial pattern at the center of the white band.",https://mainfacts.com/media/images/coats_of_arms/hn.png,https://mainfacts.com/media/images/coats_of_arms/hn.svg
KAZ,🇰🇿,https://flagcdn.com/w320/kz.png,https://flagcdn.com/kz.svg,"The flag of Kazakhstan has a turquoise field, at the center of which is a gold sun with thirty-two rays above a soaring golden steppe eagle. A thin vertical band displays a national ornamental pattern — koshkar-muiz — in gold near the hoist end.",https://mainfacts.com/media/images/coats_of_arms/kz.png,https://mainfacts.com/media/images/coats_of_arms/kz.svg
KEN,🇰🇪,https://flagcdn.com/w320/ke.png,https://flagcdn.com/ke.svg,"The flag of Kenya is composed of three equal horizontal bands of black, red with white top and bottom edges, and green. An emblem comprising a red, black and white Maasai shield covering two crossed white spears is superimposed at the center of the field.",https://mainfacts.com/media/images/coats_of_arms/ke.png,https://mainfacts.com/media/images/coats_of_arms/ke.svg
WSM,🇼🇸,https://flagcdn.com/w320/ws.png,https://flagcdn.com/ws.svg,"The flag of Samoa has a red field. A blue rectangle, bearing a representation of the Southern Cross made up of five large and one smaller five-pointed white stars, is superimposed in the canton.",https://mainfacts.com/media/images/coats_of_arms/ws.png,https://mainfacts.com/media/images/coats_of_arms/ws.svg
NPL,🇳🇵,https://flagcdn.com/w320/np.png,https://flagcdn.com/np.svg,The flag of Nepal is the world's only non-quadrilateral flag of a sovereign country. It takes the shape of two adjoining right-angled triangles and has a crimson red field with deep blue edges. Within the smaller upper triangle is an emblem of the upper half of a white sun resting on an upward facing white crescent. The lower triangle bears a white sun with twelve rays.,https://mainfacts.com/media/images/coats_of_arms/np.png,https://mainfacts.com/media/images/coats_of_arms/np.svg
GNQ,🇬🇶,https://flagcdn.com/w320/gq.png,https://flagcdn.com/gq.svg,"The flag of Equatorial Guinea is composed of three equal horizontal bands of green, white and red with the national coat of arms centered in the white band and an isosceles triangle superimposed on the hoist side of the field. The triangle is light blue, has its base on the hoist end and spans about one-fifth the width of the field.",https://mainfacts.com/media/images/coats_of_arms/gq.png,https://mainfacts.com/media/images/coats_of_arms/gq.svg
LBN,🇱🇧,https://flagcdn.com/w320/lb.png,https://flagcdn.com/lb.svg,"The flag of Lebanon is composed of three horizontal bands of red, white and red. The white band is twice the height of the red bands and bears a green Lebanese Cedar tree at its center.",https://mainfacts.com/media/images/coats_of_arms/lb.png,https://mainfacts.com/media/images/coats_of_arms/lb.svg
MUS,🇲🇺,https://flagcdn.com/w320/mu.png,https://flagcdn.com/mu.svg,"The flag of Mauritius is composed of four equal horizontal bands of red, blue, yellow and green.",https://mainfacts.com/media/images/coats_of_arms/mu.png,https://mainfacts.com/media/images/coats_of_arms/mu.svg
LIE,🇱🇮,https://flagcdn.com/w320/li.png,https://flagcdn.com/li.svg,"The flag of Liechtenstein is composed of two equal horizontal bands of blue and red, with a golden-yellow crown on the hoist side of the blue band.",https://mainfacts.com/media/images/coats_of_arms/li.png,https://mainfacts.com/media/images/coats_of_arms/li.svg
CYM,🇰🇾,https://flagcdn.com/w320/ky.png,https://flagcdn.com/ky.svg,,https://mainfacts.com/media/images/coats_of_arms/ky.png,https://mainfacts.com/media/images/coats_of_arms/ky.svg
AIA,🇦🇮,https://flagcdn.com/w320/ai.png,https://flagcdn.com/ai.svg,,https://mainfacts.com/media/images/coats_of_arms/ai.png,https://mainfacts.com/media/images/coats_of_arms/ai.svg
GLP,🇬🇵,https://flagcdn.com/w320/gp.png,https://flagcdn.com/gp.svg,,https://mainfacts.com/media/images/coats_of_arms/gp.png,https://mainfacts.com/media/images/coats_of_arms/gp.svg
AUT,🇦🇹,https://flagcdn.com/w320/at.png,https://flagcdn.com/at.svg,"The flag of Austria is composed of three equal horizontal bands of red, white and red.",https://mainfacts.com/media/images/coats_of_arms/at.png,https://mainfacts.com/media/images/coats_of_arms/at.svg
NLD,🇳🇱,https://flagcdn.com/w320/nl.png,https://flagcdn.com/nl.svg,"The flag of the Netherlands is composed of three equal horizontal bands of red, white and blue.",https://mainfacts.com/media/images/coats_of_arms/nl.png,https://mainfacts.com/media/images/coats_of_arms/nl.svg
SJM,🇸🇯,https://flagcdn.com/w320/sj.png,https://flagcdn.com/sj.svg,,,
SGP,🇸🇬,https://flagcdn.com/w320/sg.png,https://flagcdn.com/sg.svg,The flag of Singapore is composed of two equal horizontal bands of red and white. On the hoist side of the red band is a fly-side facing white crescent which partially encloses five small five-pointed white stars arranged in the shape of a pentagon.,https://mainfacts.com/media/images/coats_of_arms/sg.png,https://mainfacts.com/media/images/coats_of_arms/sg.svg
LBR,🇱🇷,https://flagcdn.com/w320/lr.png,https://flagcdn.com/lr.svg,The flag of Liberia is composed of eleven equal horizontal bands of red alternating with white. A blue square bearing a five-pointed white star is superimposed in the canton.,https://mainfacts.com/media/images/coats_of_arms/lr.png,https://mainfacts.com/media/images/coats_of_arms/lr.svg
